crime_id,crime_type,district,police_station,crime_date,crime_time,latitude,longitude,suspect_id,victim_id,weapon_used,modus_operandi,severity,status
CR07271,Drug Offence,Shivamogga,Salem,2022-02-24,13:43,13.929193,75.537265,S3887,V5201,Poison,Hit and run,2,Open
CR07272,Cyber Fraud,Mangaluru,Pandeshwar,2023-01-06,07:40,12.909241,74.894113,S4992,V5701,Unknown,Strangulation,3,Arrested
CR07273,Drug Offence,Belagavi,Sammathal,2024-12-26,10:36,15.879336,74.483116,S3713,V5587,Knife,Bribery,5,Arrested
CR07274,Burglary,Belagavi,Sammathal,2022-09-20,02:47,15.845868,74.519511,S4353,V5736,Crowbar,Bribery,2,Cold Case
CR07275,Robbery,Kalaburagi,College Road,2024-08-31,06:47,17.324827,76.847099,S1475,V7403,Rope,Home invasion,3,Open
CR07276,Cyber Fraud,Tumakuru,Chitradurga Road,2022-04-03,19:48,13.37007,77.10652,S4780,V8073,Crowbar,Bribery,2,Cold Case
CR07277,Domestic Violence,Bengaluru Urban,Majestic,2023-12-20,15:17,12.970583,77.621368,S3632,V6464,Bat,Bribery,1,Arrested
CR07278,Vehicle Theft,Belagavi,Shahu Nagar,2023-06-13,07:54,15.825525,74.538752,S4999,V7142,Mobile,Scam call,2,Closed
CR07279,Assault,Shivamogga,Pinjrapole,2024-03-04,15:15,13.89824,75.58442,S3497,V8831,Knife,Forced entry,5,Arrested
CR07280,Robbery,Kalaburagi,College Road,2022-02-17,06:55,17.344616,76.797291,S4267,V7245,Bat,Domestic quarrel,2,Closed
CR07281,Murder,Mysuru,Gokulam,2023-05-03,10:41,12.254127,76.598523,S1333,V7069,None,Pickpocketing,3,Arrested
CR07282,Robbery,Hubballi-Dharwad,Gokul Road,2023-04-05,22:25,15.343877,75.104532,S2400,V6969,Unknown,Forced entry,4,Arrested
CR07283,Murder,Mangaluru,Boloor,2024-09-26,13:14,12.935029,74.831488,S1049,V6868,Poison,Pickpocketing,2,Cold Case
CR07284,Domestic Violence,Shivamogga,Pinjrapole,2024-08-01,01:29,13.895587,75.531287,S3861,V7003,Firearm,Pickpocketing,4,Arrested
CR07285,Cyber Fraud,Vijayapura,Station,2023-06-22,23:25,16.805576,75.721624,S1446,V8152,Unknown,Hit and run,4,Investigation
CR07286,Cyber Fraud,Ballari,Karnataka,2022-10-29,05:00,15.174765,76.937195,S1021,V8130,Mobile,Pickpocketing,4,Arrested
CR07287,Cyber Fraud,Belagavi,Sammathal,2022-09-06,08:53,15.841773,74.483669,S3608,V6185,Rope,Bribery,4,Investigation
CR07288,Burglary,Tumakuru,Temple Road,2024-01-03,03:38,13.32761,77.105826,S3500,V8600,Knife,Scam call,3,Closed
CR07289,Domestic Violence,Hubballi-Dharwad,Bharat,2023-08-20,09:09,15.379353,75.116779,S1288,V6082,Stolen Vehicle,Home invasion,2,Cold Case
CR07290,Murder,Vijayapura,Nehru Road,2024-05-13,02:25,16.84463,75.675392,S1440,V8390,Bat,Domestic quarrel,1,Open
CR07291,Theft,Ballari,Sampangi,2022-07-19,11:51,15.17731,76.88294,S4646,V6599,Unknown,Hit and run,4,Closed
CR07292,Murder,Tumakuru,Vidyaranyapuram,2023-02-11,20:16,13.340602,77.105615,S2091,V8319,Poison,Pickpocketing,4,Investigation
CR07293,Domestic Violence,Tumakuru,Vidyaranyapuram,2024-04-05,17:14,13.385382,77.080444,S4652,V7995,Rope,Bribery,4,Closed
CR07294,Theft,Belagavi,Shahu Nagar,2023-07-30,10:10,15.869219,74.517278,S1970,V7759,Knife,Cyber intrusion,5,Closed
CR07295,Kidnapping,Tumakuru,Temple Road,2024-08-14,17:00,13.366673,77.101604,S2229,V8042,Knife,Bribery,5,Investigation
CR07296,Domestic Violence,Hubballi-Dharwad,Gabburda,2024-10-23,14:47,15.324602,75.164167,S1216,V7816,Unknown,Hit and run,5,Investigation
CR07297,Vehicle Theft,Tumakuru,Temple Road,2023-09-17,05:38,13.373013,77.11167,S3629,V5798,Knife,Cyber intrusion,3,Closed
CR07298,Theft,Tumakuru,Temple Road,2022-01-22,17:34,13.319757,77.091866,S3366,V8458,Crowbar,Hit and run,3,Open
CR07299,Burglary,Hubballi-Dharwad,Gokul Road,2022-10-12,16:42,15.401912,75.127358,S3729,V7437,Mobile,Domestic quarrel,4,Investigation
CR07300,Vehicle Theft,Vijayapura,Nehru Road,2024-02-06,07:37,16.849509,75.673342,S3938,V7281,Firearm,Hit and run,3,Investigation
CR07301,Kidnapping,Ballari,Sampangi,2024-08-31,17:16,15.127986,76.950032,S3612,V8009,Firearm,Bribery,4,Open
CR07302,Murder,Belagavi,Shahu Nagar,2022-10-12,02:03,15.841351,74.498759,S3221,V7315,Poison,Bribery,3,Cold Case
CR07303,Kidnapping,Hubballi-Dharwad,Bharat,2024-04-10,20:32,15.354929,75.16454,S3286,V8141,Mobile,Cyber intrusion,3,Closed
CR07304,Domestic Violence,Bengaluru Urban,Central,2024-08-17,08:53,12.987666,77.592175,S2718,V6089,Bat,Home invasion,1,Open
CR07305,Theft,Mysuru,Gokulam,2024-11-09,20:13,12.299452,76.611402,S2656,V5302,Knife,Kidnap and ransom,5,Open
CR07306,Burglary,Ballari,Shantinagar,2024-04-18,20:19,15.131406,76.938425,S4705,V7054,Mobile,Strangulation,2,Investigation
CR07307,Robbery,Mysuru,Chamraj,2024-06-10,12:17,12.338606,76.63303,S1754,V6901,Rope,Home invasion,1,Closed
CR07308,Robbery,Mangaluru,Kankanady,2024-03-03,00:54,12.872524,74.822455,S4321,V6647,None,Domestic quarrel,3,Closed
CR07309,Robbery,Ballari,Karnataka,2023-06-18,22:22,15.155878,76.897804,S3448,V5266,Crowbar,Forced entry,2,Arrested
CR07310,Cyber Fraud,Hubballi-Dharwad,Gokul Road,2022-04-29,10:44,15.375872,75.13959,S1778,V6792,Unknown,Pickpocketing,4,Closed
CR07311,Robbery,Shivamogga,Salem,2022-05-20,01:08,13.964726,75.596981,S2519,V5055,Crowbar,Pickpocketing,2,Investigation
CR07312,Kidnapping,Bengaluru Urban,Central,2024-02-21,09:51,12.960864,77.605915,S4931,V6707,Crowbar,Home invasion,4,Cold Case
CR07313,Robbery,Hubballi-Dharwad,Bharat,2023-08-17,00:45,15.319818,75.092846,S3634,V8936,Bat,Cyber intrusion,3,Cold Case
CR07314,Domestic Violence,Ballari,Karnataka,2023-01-30,21:04,15.118258,76.894076,S1778,V8519,Unknown,Home invasion,5,Arrested
CR07315,Assault,Bengaluru Urban,Koramangala,2022-11-08,01:01,12.930136,77.634976,S2663,V5717,Poison,Home invasion,1,Investigation
CR07316,Cyber Fraud,Bengaluru Urban,Jayanagar,2024-10-31,13:25,13.010986,77.629342,S2982,V5559,Bat,Home invasion,4,Investigation
CR07317,Murder,Kalaburagi,College Road,2024-06-14,09:57,17.342822,76.826226,S2251,V6127,Firearm,Home invasion,2,Cold Case
CR07318,Domestic Violence,Tumakuru,Vidyaranyapuram,2024-03-24,21:10,13.368349,77.116559,S2251,V5204,Rope,Scam call,5,Arrested
CR07319,Theft,Hubballi-Dharwad,Gabburda,2024-01-09,17:40,15.395049,75.149206,S2296,V7336,Crowbar,Bribery,1,Cold Case
CR07320,Cyber Fraud,Hubballi-Dharwad,Gabburda,2023-05-15,11:50,15.347001,75.109957,S1347,V7900,Stolen Vehicle,Kidnap and ransom,3,Cold Case
CR07321,Vehicle Theft,Ballari,Sampangi,2023-01-12,06:26,15.119859,76.902259,S4281,V7460,Stolen Vehicle,Bribery,5,Closed
CR07322,Robbery,Belagavi,Sammathal,2023-11-08,14:32,15.808532,74.488466,S3094,V6145,Stolen Vehicle,Domestic quarrel,2,Investigation
CR07323,Murder,Bengaluru Urban,Central,2023-09-27,08:54,13.01579,77.604719,S1827,V7780,Unknown,Scam call,1,Cold Case
CR07324,Cyber Fraud,Mysuru,Gokulam,2022-11-04,22:34,12.259453,76.642018,S3654,V8155,Rope,Forced entry,3,Arrested
CR07325,Robbery,Mangaluru,Boloor,2022-03-28,17:24,12.875157,74.877792,S1607,V7010,Firearm,Strangulation,1,Arrested
CR07326,Domestic Violence,Tumakuru,Temple Road,2022-11-03,05:15,13.360618,77.11553,S1367,V7261,Bat,Pickpocketing,2,Cold Case
CR07327,Burglary,Ballari,Shantinagar,2024-09-15,15:30,15.178405,76.901173,S4908,V6796,Crowbar,Cyber intrusion,1,Arrested
CR07328,Kidnapping,Hubballi-Dharwad,Bharat,2024-11-29,22:12,15.373387,75.134085,S4989,V5973,Firearm,Kidnap and ransom,4,Arrested
CR07329,Assault,Belagavi,Shahu Nagar,2024-02-13,15:12,15.844343,74.453108,S1827,V7254,Unknown,Kidnap and ransom,1,Closed
CR07330,Murder,Hubballi-Dharwad,Gabburda,2024-02-19,02:59,15.361519,75.144637,S3485,V6938,Knife,Hit and run,2,Cold Case
CR07331,Cyber Fraud,Ballari,Karnataka,2023-03-21,11:41,15.148188,76.931853,S2176,V8653,Knife,Home invasion,2,Arrested
CR07332,Drug Offence,Ballari,Karnataka,2024-04-26,14:51,15.163589,76.95787,S4261,V7241,Mobile,Hit and run,2,Cold Case
CR07333,Theft,Shivamogga,Pinjrapole,2023-01-05,09:22,13.908473,75.523744,S4975,V6566,Bat,Scam call,1,Open
CR07334,Theft,Hubballi-Dharwad,Bharat,2022-03-18,16:37,15.347777,75.114964,S2996,V5600,Stolen Vehicle,Cyber intrusion,5,Closed
CR07335,Burglary,Vijayapura,Nehru Road,2024-01-17,15:17,16.84906,75.67094,S1315,V6767,Unknown,Domestic quarrel,4,Open
CR07336,Vehicle Theft,Bengaluru Urban,Central,2023-03-30,01:52,12.941778,77.581017,S2721,V8019,Poison,Pickpocketing,2,Arrested
CR07337,Robbery,Belagavi,Shahu Nagar,2023-03-04,12:44,15.87131,74.524614,S1123,V8166,Knife,Domestic quarrel,3,Cold Case
CR07338,Robbery,Mangaluru,Kankanady,2024-01-15,18:16,12.898496,74.894929,S1289,V8691,Poison,Forced entry,3,Investigation
CR07339,Domestic Violence,Ballari,Sampangi,2024-08-06,11:10,15.160882,76.962062,S1171,V8056,Bat,Kidnap and ransom,2,Closed
CR07340,Burglary,Mangaluru,Pandeshwar,2024-11-20,23:02,12.870023,74.826125,S4563,V6557,Stolen Vehicle,Hit and run,5,Investigation
CR07341,Drug Offence,Belagavi,Sammathal,2022-01-23,22:37,15.860058,74.487499,S3531,V8506,Bat,Cyber intrusion,5,Open
CR07342,Cyber Fraud,Kalaburagi,College Road,2024-09-08,07:40,17.285393,76.802071,S3566,V5688,None,Scam call,1,Cold Case
CR07343,Domestic Violence,Mangaluru,Kankanady,2022-03-03,22:39,12.950431,74.82324,S4385,V7598,Stolen Vehicle,Scam call,1,Investigation
CR07344,Murder,Mangaluru,Boloor,2023-01-16,13:33,12.959067,74.831976,S3288,V8558,Mobile,Hit and run,5,Cold Case
CR07345,Burglary,Kalaburagi,College Road,2023-05-20,18:41,17.336588,76.830501,S3743,V7755,Mobile,Home invasion,3,Arrested
CR07346,Cyber Fraud,Kalaburagi,College Road,2024-11-16,17:29,17.292901,76.833393,S4815,V8042,Poison,Pickpocketing,1,Cold Case
CR07347,Assault,Kalaburagi,Shahnoor,2022-02-15,22:07,17.373364,76.848885,S1105,V8538,Poison,Domestic quarrel,3,Open
CR07348,Drug Offence,Kalaburagi,Station Road,2023-07-25,02:24,17.300182,76.874344,S3599,V6353,Knife,Home invasion,1,Cold Case
CR07349,Domestic Violence,Tumakuru,Temple Road,2023-06-10,21:08,13.373993,77.107061,S4289,V7035,Knife,Strangulation,2,Arrested
CR07350,Vehicle Theft,Vijayapura,Station,2024-05-22,03:40,16.780755,75.703701,S2858,V6413,Bat,Scam call,3,Arrested
CR07351,Domestic Violence,Ballari,Shantinagar,2023-09-03,16:59,15.146781,76.883941,S3223,V5538,Mobile,Kidnap and ransom,1,Arrested
CR07352,Kidnapping,Hubballi-Dharwad,Bharat,2022-10-30,13:03,15.336409,75.163948,S4412,V8776,Bat,Home invasion,1,Closed
CR07353,Murder,Mangaluru,Boloor,2024-09-18,05:48,12.914617,74.891671,S3157,V7335,Rope,Home invasion,1,Investigation
CR07354,Burglary,Tumakuru,Temple Road,2023-11-04,12:07,13.380744,77.142278,S3615,V7812,Poison,Pickpocketing,1,Open
CR07355,Robbery,Tumakuru,Temple Road,2022-12-05,08:56,13.334128,77.113363,S3288,V5679,Mobile,Scam call,1,Closed
CR07356,Robbery,Ballari,Sampangi,2023-04-26,11:57,15.123365,76.885118,S1579,V8707,Firearm,Kidnap and ransom,5,Closed
CR07357,Burglary,Vijayapura,Station,2023-09-19,08:02,16.806984,75.704666,S3359,V6061,Stolen Vehicle,Kidnap and ransom,2,Cold Case
CR07358,Domestic Violence,Belagavi,Shahu Nagar,2022-10-08,02:14,15.818304,74.515556,S3588,V5015,Poison,Hit and run,5,Closed
CR07359,Vehicle Theft,Bengaluru Urban,Jayanagar,2024-12-23,02:16,12.956075,77.562424,S1912,V5194,Stolen Vehicle,Cyber intrusion,4,Investigation
CR07360,Vehicle Theft,Tumakuru,Vidyaranyapuram,2022-06-17,21:10,13.32687,77.082077,S4008,V7631,Bat,Pickpocketing,1,Open
CR07361,Robbery,Mysuru,VV Mohalla,2024-03-18,12:31,12.289451,76.67621,S2054,V5418,Crowbar,Bribery,5,Investigation
CR07362,Drug Offence,Mysuru,Gokulam,2022-10-27,02:33,12.303116,76.598431,S1913,V8966,Bat,Forced entry,3,Open
CR07363,Drug Offence,Mangaluru,Boloor,2023-09-12,06:41,12.912613,74.833106,S2223,V5124,Poison,Pickpocketing,5,Closed
CR07364,Cyber Fraud,Kalaburagi,College Road,2024-03-10,10:37,17.291608,76.810121,S1424,V7170,None,Strangulation,2,Closed
CR07365,Robbery,Ballari,Shantinagar,2023-10-19,09:41,15.104162,76.91467,S4643,V6695,Rope,Bribery,4,Closed
CR07366,Theft,Belagavi,Shahu Nagar,2023-10-08,21:27,15.872595,74.45295,S1155,V5009,Firearm,Hit and run,4,Cold Case
CR07367,Drug Offence,Belagavi,Sammathal,2023-08-05,10:08,15.893115,74.472495,S4016,V5412,Firearm,Pickpocketing,1,Arrested
CR07368,Kidnapping,Belagavi,Nipani,2022-12-06,04:23,15.89391,74.529703,S1339,V6773,Stolen Vehicle,Bribery,5,Closed
CR07369,Robbery,Mangaluru,Kankanady,2023-09-16,15:53,12.941212,74.861554,S3885,V7500,Unknown,Pickpocketing,5,Investigation
CR07370,Domestic Violence,Belagavi,Shahu Nagar,2023-04-20,11:14,15.855406,74.541164,S2184,V8323,Mobile,Kidnap and ransom,2,Cold Case
CR07371,Cyber Fraud,Hubballi-Dharwad,Gabburda,2024-04-09,07:57,15.361097,75.08459,S1214,V8507,Knife,Domestic quarrel,5,Closed
CR07372,Kidnapping,Bengaluru Urban,Koramangala,2024-07-16,03:01,12.937795,77.637084,S4749,V6209,None,Hit and run,1,Open
CR07373,Vehicle Theft,Kalaburagi,College Road,2022-07-21,20:54,17.357255,76.878956,S3618,V7885,Knife,Home invasion,1,Closed
CR07374,Murder,Tumakuru,Vidyaranyapuram,2024-02-06,08:24,13.331074,77.140684,S4580,V8067,Rope,Strangulation,1,Open
CR07375,Vehicle Theft,Tumakuru,Chitradurga Road,2022-07-25,09:31,13.298106,77.092387,S4535,V6898,Mobile,Pickpocketing,2,Investigation
CR07376,Drug Offence,Mangaluru,Kankanady,2023-10-29,04:18,12.899266,74.815349,S2038,V5165,Poison,Scam call,3,Open
CR07377,Theft,Tumakuru,Temple Road,2022-03-27,02:00,13.342946,77.133796,S2447,V8800,Poison,Bribery,2,Closed
CR07378,Murder,Vijayapura,Station,2022-03-13,12:51,16.864629,75.674797,S3884,V8874,Mobile,Bribery,1,Open
CR07379,Robbery,Bengaluru Urban,Jayanagar,2023-08-20,09:54,13.014286,77.555639,S4141,V8217,Knife,Pickpocketing,5,Arrested
CR07380,Cyber Fraud,Shivamogga,Salem,2024-12-21,07:22,13.966683,75.554066,S4348,V5701,Rope,Cyber intrusion,3,Open
CR07381,Assault,Hubballi-Dharwad,Bharat,2022-01-08,02:14,15.382644,75.123907,S1556,V5460,Knife,Cyber intrusion,4,Investigation
CR07382,Kidnapping,Tumakuru,Chitradurga Road,2024-03-08,12:07,13.342431,77.119536,S1511,V7638,Crowbar,Kidnap and ransom,4,Open
CR07383,Cyber Fraud,Mangaluru,Boloor,2023-12-29,12:16,12.958799,74.874983,S3232,V7206,Crowbar,Kidnap and ransom,5,Arrested
CR07384,Vehicle Theft,Shivamogga,Salem,2023-02-12,18:30,13.926068,75.532534,S1799,V6636,None,Scam call,1,Closed
CR07385,Robbery,Mangaluru,Boloor,2023-10-22,14:18,12.873586,74.883596,S1163,V7030,Firearm,Scam call,3,Arrested
CR07386,Drug Offence,Ballari,Shantinagar,2024-06-28,07:54,15.148662,76.90843,S1968,V7471,Crowbar,Scam call,4,Closed
CR07387,Theft,Tumakuru,Chitradurga Road,2023-08-01,20:33,13.3587,77.12911,S4247,V8942,Poison,Hit and run,3,Investigation
CR07388,Drug Offence,Shivamogga,Nagara,2022-10-04,06:10,13.952228,75.540302,S3144,V8750,Poison,Pickpocketing,1,Investigation
CR07389,Murder,Shivamogga,Pinjrapole,2024-01-23,12:57,13.923448,75.547608,S3450,V6590,Poison,Domestic quarrel,4,Arrested
CR07390,Murder,Bengaluru Urban,Central,2022-09-17,15:03,12.944356,77.595144,S1758,V7283,Rope,Home invasion,5,Closed
CR07391,Theft,Vijayapura,Old City,2023-07-21,19:19,16.843191,75.708994,S1223,V6398,Crowbar,Hit and run,2,Arrested
CR07392,Theft,Ballari,Karnataka,2024-03-06,11:09,15.118711,76.898277,S2399,V5094,None,Scam call,3,Open
CR07393,Cyber Fraud,Kalaburagi,Station Road,2024-08-24,12:40,17.347617,76.865849,S4339,V8590,None,Home invasion,3,Closed
CR07394,Cyber Fraud,Vijayapura,Station,2024-12-05,04:16,16.852752,75.678056,S1075,V7664,Rope,Hit and run,1,Arrested
CR07395,Robbery,Bengaluru Urban,Majestic,2023-09-16,20:42,12.926726,77.613568,S4469,V8629,Stolen Vehicle,Strangulation,2,Open
CR07396,Theft,Mangaluru,Boloor,2024-11-04,05:36,12.928715,74.896438,S4217,V6580,Poison,Cyber intrusion,4,Cold Case
CR07397,Robbery,Mysuru,Chamraj,2022-07-02,12:38,12.253553,76.65053,S3052,V5482,Crowbar,Forced entry,2,Investigation
CR07398,Burglary,Mangaluru,Boloor,2023-03-27,17:24,12.929095,74.829178,S4401,V6142,Poison,Strangulation,3,Investigation
CR07399,Domestic Violence,Mangaluru,Pandeshwar,2024-06-10,05:51,12.925249,74.879548,S1961,V8670,Stolen Vehicle,Scam call,1,Arrested
CR07400,Drug Offence,Tumakuru,Temple Road,2024-11-14,21:03,13.340348,77.153323,S2282,V6940,Crowbar,Domestic quarrel,2,Closed
CR07401,Robbery,Vijayapura,Nehru Road,2023-04-06,02:31,16.798926,75.710087,S3766,V6824,Firearm,Pickpocketing,3,Closed
CR07402,Domestic Violence,Ballari,Sampangi,2024-09-22,08:08,15.181085,76.932857,S4987,V5502,Poison,Kidnap and ransom,1,Cold Case
CR07403,Assault,Hubballi-Dharwad,Bharat,2024-10-26,01:01,15.408422,75.101788,S4700,V7263,Poison,Scam call,3,Arrested
CR07404,Burglary,Shivamogga,Salem,2024-08-20,07:58,13.889264,75.575818,S1008,V5941,None,Bribery,2,Investigation
CR07405,Drug Offence,Shivamogga,Salem,2022-02-17,14:46,13.943121,75.609733,S2476,V5978,Crowbar,Pickpocketing,2,Closed
CR07406,Domestic Violence,Hubballi-Dharwad,Gokul Road,2023-10-11,01:42,15.362764,75.110067,S2585,V6448,Mobile,Strangulation,4,Cold Case
CR07407,Assault,Mysuru,VV Mohalla,2023-12-04,08:35,12.316795,76.630256,S1146,V8223,Crowbar,Hit and run,4,Cold Case
CR07408,Drug Offence,Tumakuru,Temple Road,2024-08-10,14:04,13.335816,77.086661,S4901,V6972,Firearm,Kidnap and ransom,2,Closed
CR07409,Kidnapping,Kalaburagi,Shahnoor,2023-11-22,03:20,17.337768,76.803518,S4997,V5065,Rope,Hit and run,3,Arrested
CR07410,Kidnapping,Kalaburagi,College Road,2023-04-30,09:28,17.340857,76.799711,S4923,V8491,Unknown,Strangulation,4,Arrested
CR07411,Drug Offence,Kalaburagi,Station Road,2023-01-19,23:55,17.371111,76.877951,S4049,V6008,Firearm,Hit and run,1,Investigation
CR07412,Assault,Bengaluru Urban,Jayanagar,2024-04-16,18:13,12.930334,77.572641,S3562,V8304,Crowbar,Cyber intrusion,2,Open
CR07413,Assault,Mysuru,VV Mohalla,2022-08-14,06:18,12.272195,76.652561,S1725,V8996,Crowbar,Home invasion,4,Arrested
CR07414,Domestic Violence,Shivamogga,Nagara,2022-03-20,16:38,13.896975,75.580891,S4069,V6001,Firearm,Scam call,5,Closed
CR07415,Theft,Belagavi,Shahu Nagar,2023-08-22,06:17,15.882476,74.52348,S3199,V8798,Poison,Domestic quarrel,4,Cold Case
CR07416,Domestic Violence,Vijayapura,Old City,2023-10-31,09:42,16.808177,75.750405,S4118,V7123,Firearm,Home invasion,5,Open
CR07417,Kidnapping,Tumakuru,Chitradurga Road,2024-02-06,01:03,13.379463,77.077147,S3145,V5708,Mobile,Cyber intrusion,1,Open
CR07418,Cyber Fraud,Shivamogga,Pinjrapole,2022-04-05,15:13,13.93231,75.582981,S2411,V8763,Mobile,Bribery,2,Investigation
CR07419,Theft,Kalaburagi,College Road,2024-12-28,14:14,17.311285,76.809323,S3196,V8859,None,Pickpocketing,3,Closed
CR07420,Theft,Kalaburagi,Station Road,2024-03-11,15:17,17.295359,76.849834,S3789,V6125,Firearm,Domestic quarrel,2,Investigation
CR07421,Theft,Mysuru,Chamraj,2024-09-28,04:33,12.293003,76.641254,S1891,V5577,None,Bribery,3,Closed
CR07422,Domestic Violence,Belagavi,Shahu Nagar,2022-02-18,12:16,15.834284,74.505989,S2857,V6652,Crowbar,Scam call,5,Cold Case
CR07423,Robbery,Mysuru,Gokulam,2022-12-27,09:59,12.261637,76.609275,S2717,V6487,None,Forced entry,2,Open
CR07424,Kidnapping,Mangaluru,Boloor,2022-06-03,15:19,12.872306,74.878179,S3336,V6571,Rope,Kidnap and ransom,2,Cold Case
CR07425,Kidnapping,Tumakuru,Vidyaranyapuram,2024-01-31,02:27,13.319357,77.094207,S4955,V7068,Bat,Domestic quarrel,1,Cold Case
CR07426,Domestic Violence,Ballari,Sampangi,2023-09-18,05:57,15.129761,76.951563,S4450,V8101,Knife,Kidnap and ransom,4,Cold Case
CR07427,Burglary,Vijayapura,Station,2024-10-26,01:41,16.78007,75.702206,S2715,V8564,Crowbar,Forced entry,3,Investigation
CR07428,Burglary,Belagavi,Nipani,2022-07-20,19:48,15.890379,74.493486,S4616,V5303,None,Scam call,1,Closed
CR07429,Theft,Hubballi-Dharwad,Gokul Road,2022-05-20,09:11,15.357602,75.088639,S2421,V7428,Stolen Vehicle,Hit and run,4,Arrested
CR07430,Cyber Fraud,Mysuru,Gokulam,2024-05-02,00:09,12.308113,76.622039,S4973,V5555,Bat,Pickpocketing,5,Arrested
CR07431,Burglary,Vijayapura,Old City,2024-03-12,09:52,16.829858,75.738786,S1121,V7692,Mobile,Forced entry,5,Open
CR07432,Theft,Shivamogga,Salem,2023-09-23,02:19,13.974318,75.566651,S1156,V7910,Crowbar,Kidnap and ransom,1,Arrested
CR07433,Cyber Fraud,Ballari,Sampangi,2023-04-04,18:05,15.103411,76.902862,S2386,V7188,Mobile,Forced entry,4,Cold Case
CR07434,Kidnapping,Mangaluru,Boloor,2023-06-13,10:08,12.914433,74.879281,S1141,V5912,Firearm,Bribery,3,Arrested
CR07435,Cyber Fraud,Mangaluru,Pandeshwar,2023-07-23,14:19,12.916449,74.868099,S1544,V6382,Knife,Scam call,5,Cold Case
CR07436,Domestic Violence,Belagavi,Sammathal,2024-07-14,13:06,15.846463,74.455926,S4380,V5195,Unknown,Strangulation,1,Cold Case
CR07437,Assault,Mysuru,Gokulam,2022-07-01,10:27,12.283413,76.644149,S2855,V5771,Unknown,Hit and run,5,Open
CR07438,Cyber Fraud,Bengaluru Urban,Majestic,2024-08-02,08:18,12.951292,77.635567,S4191,V5908,Mobile,Hit and run,1,Cold Case
CR07439,Cyber Fraud,Belagavi,Nipani,2022-11-07,02:47,15.819393,74.474739,S1664,V8357,Stolen Vehicle,Scam call,2,Open
CR07440,Domestic Violence,Shivamogga,Nagara,2024-03-11,00:03,13.908217,75.597859,S1726,V6780,Crowbar,Kidnap and ransom,2,Closed
CR07441,Burglary,Bengaluru Urban,Koramangala,2023-04-28,19:34,12.984218,77.610426,S4923,V6683,Poison,Pickpocketing,1,Investigation
CR07442,Drug Offence,Hubballi-Dharwad,Gabburda,2024-09-19,08:51,15.353213,75.145821,S2330,V7213,Mobile,Kidnap and ransom,1,Cold Case
CR07443,Kidnapping,Shivamogga,Salem,2023-12-07,21:16,13.934614,75.594686,S3174,V7113,Unknown,Forced entry,1,Closed
CR07444,Murder,Hubballi-Dharwad,Gabburda,2022-02-17,01:39,15.404758,75.130384,S4830,V7556,Mobile,Kidnap and ransom,1,Arrested
CR07445,Kidnapping,Shivamogga,Salem,2023-09-17,15:30,13.964098,75.554827,S3535,V5127,Rope,Forced entry,3,Arrested
CR07446,Murder,Mangaluru,Boloor,2023-04-07,11:51,12.957565,74.893611,S1283,V5252,Bat,Scam call,1,Open
CR07447,Burglary,Tumakuru,Vidyaranyapuram,2024-03-30,22:19,13.378984,77.150373,S4227,V5486,None,Domestic quarrel,2,Open
CR07448,Kidnapping,Mysuru,Gokulam,2022-08-17,14:00,12.308826,76.602965,S4760,V8416,Bat,Home invasion,2,Open
CR07449,Burglary,Ballari,Sampangi,2023-05-09,17:25,15.104718,76.918166,S3803,V5427,Stolen Vehicle,Hit and run,1,Investigation
CR07450,Murder,Mangaluru,Pandeshwar,2022-02-20,15:15,12.942039,74.861698,S4625,V6539,Unknown,Cyber intrusion,2,Arrested
CR07451,Burglary,Hubballi-Dharwad,Gabburda,2022-09-08,00:25,15.327911,75.158881,S1892,V8860,Bat,Forced entry,3,Closed
CR07452,Theft,Ballari,Karnataka,2024-01-24,01:56,15.183021,76.936626,S2454,V8935,None,Domestic quarrel,2,Cold Case
CR07453,Kidnapping,Mysuru,Chamraj,2024-04-29,17:29,12.253289,76.654467,S1261,V8894,Firearm,Hit and run,4,Investigation
CR07454,Burglary,Kalaburagi,Shahnoor,2024-08-11,07:05,17.28675,76.840747,S2910,V8385,Unknown,Kidnap and ransom,2,Closed
CR07455,Assault,Shivamogga,Pinjrapole,2022-01-01,17:10,13.946193,75.526788,S1219,V8620,None,Bribery,4,Open
CR07456,Cyber Fraud,Belagavi,Shahu Nagar,2022-03-20,04:58,15.887212,74.462534,S4542,V8221,Poison,Domestic quarrel,4,Cold Case
CR07457,Burglary,Tumakuru,Vidyaranyapuram,2022-05-11,14:16,13.334298,77.103981,S4113,V7081,Stolen Vehicle,Home invasion,3,Open
CR07458,Burglary,Mangaluru,Kankanady,2023-12-27,19:41,12.957493,74.899139,S3110,V8109,Stolen Vehicle,Scam call,4,Cold Case
CR07459,Burglary,Bengaluru Urban,Central,2023-07-20,08:41,13.005572,77.590917,S3749,V5500,Rope,Bribery,2,Cold Case
CR07460,Murder,Bengaluru Urban,Koramangala,2022-12-26,21:53,12.990846,77.623222,S3398,V8513,Stolen Vehicle,Domestic quarrel,5,Investigation
CR07461,Burglary,Shivamogga,Salem,2024-12-29,01:07,13.961472,75.580314,S4400,V6443,Crowbar,Bribery,4,Cold Case
CR07462,Theft,Mysuru,Chamraj,2022-06-24,20:17,12.305365,76.612547,S3212,V8978,Rope,Kidnap and ransom,2,Open
